con,rel__Catholic,rel__Protestant and Other Christian (including Christian rel,rel__Other religions,rel__None,natid__British only,natid__Irish only,natid__Northern Irish only,natid__British and Irish only,natid__British and Northern Irish only,natid__Irish and Northern Irish only,"natid__British, Irish and Northern Irish only",natid__Other,pass__United Kingdom only,pass__Ireland only,pass__United Kingdom and Ireland only,pass__United Kingdom and other (not Ireland),pass__Ireland and other (not United Kingdom),"pass__United Kingdom, Ireland and other",pass__Other only (not United Kingdom or Ireland),pass__No passport,"irish__Understands but does not read, write or speak Irish",irish__Speaks but does not read or write Irish,irish__Speaks and reads but does not write Irish,"irish__Speaks, reads, writes and understands Irish",irish__Other combination of skills,irish__No ability in Irish,irish__No code required,ten__Owner occupied: Owns outright,ten__Owner occupied: Owns with a mortgage or loan or shared ,ten__Social rented: Northern Ireland Housing Executive,ten__Social rented: Housing association or charitable trust,ten__Private rented: Private landlord or letting agency,ten__Private rented: Other private rented,ten__Lives rent free,ten__No code required,"nssec__L1, L2, L3: Higher managerial, administrative and pro","nssec__L4, L5, L6: Lower managerial, administrative and prof",nssec__L7: Intermediate occupations,"nssec__L8, L9: Small employers and own account workers","nssec__L10, L11: Lower supervisory and technical occupations",nssec__L12: Semi-routine occupations,nssec__L13: Routine occupations,"nssec__L14.1, L14.2: Never worked and long-term unemployed",nssec__L15: Full-time students,nssec__No code required,qual__No qualifications,"qual__Level 1: 1 to 4 GCSEs, O levels, CSEs (any grades); 1 ","qual__Level 2: 5 or more GCSEs (A*-C or 9-4), O levels (pass",qual__Apprenticeship,"qual__Level 3: 2 or more A Levels, 4 or more AS Levels; NVQ ","qual__Level 4 and above: Degree (BA, BSc), foundation degree","qual__Other: Other qualifications, equivalent unknown",qual__No code required,econ__Economically active: Employee (including full-time stu,econ__Economically active: Self-employed (including full-tim,econ__Economically active: Unemployed (including full-time s,econ__Economically inactive: Retired,econ__Economically inactive: Student,econ__Economically inactive: Looking after home or family,econ__Economically inactive: Long-term sick or disabled,econ__Economically inactive: Other,econ__No code required,age__0-15 years,age__16-24 years,age__25-34 years,age__35-44 years,age__45-54 years,age__55-64 years,age__65+ years,sex__Female,sex__Male,hlth__Very good health,hlth__Good health,hlth__Fair health,hlth__Bad health,hlth__Very bad health,cob__Europe: United Kingdom: Northern Ireland,cob__Europe: United Kingdom: England,cob__Europe: United Kingdom: Scotland,cob__Europe: United Kingdom: Wales,cob__Europe: Republic of Ireland,cob__Europe: Other EU countries,cob__Europe: Other Non-EU countries,cob__Africa,cob__Middle East and Asia,"cob__North America, Central America and Caribbean",cob__South America,"cob__Antarctica, Oceania and Other"
BELFAST EAST,14.322874589687123,66.19628040470353,2.286422549549175,17.194412058004737,44.66621561681971,7.528665080816055,20.41454485394939,0.6666969813437487,13.268196669713715,1.3881834669879916,2.727778607637013,9.339651306768605,64.40639882411601,9.112027849337267,7.133048624672788,0.6408801574770433,0.15571324843146217,0.10910517513607844,6.25961176091744,12.183209062201357,1.7313981385299373,0.5930700544313792,0.22323667262226285,1.2119694706444508,0.48696265633439983,92.2905067623717,3.462804150912037,25.138353107990195,38.7278538455146,11.992249127435906,5.582432854115593,15.467120496946027,0.7967606577471227,1.237961440977272,1.0572992375451864,11.334878755141895,17.7950003220177,11.113962801761748,5.2278309303195245,3.9904274629160263,9.914598007645322,9.673864108530353,7.321910333651889,4.885935222503843,18.74157826068891,17.017493840113016,4.994691247351144,10.431525813354385,4.781077388124818,11.594312139028544,30.612909461087796,1.812042080442099,18.756036896995887,42.121863173640264,5.373085054223627,2.1756098080359,16.928819420783647,3.392637106826775,3.394988313873769,5.6369591868533675,2.2284748202933478,18.747530955249925,18.75479016911123,8.641825362529604,15.148565753936927,14.305395396185649,13.3473822661736,12.710456569161092,17.09162892134458,51.60748343166992,48.39251656833008,47.57782271367433,29.967613443719618,14.200122086259194,6.16005952133627,2.094413699256243,84.90481702123238,3.972588170523954,1.0073861927120122,0.17860885237046578,1.174517544770848,4.217421334192047,0.26382180994723065,0.9129117879253751,2.398424502430714,0.5595747184942037,0.20019228611792078,0.20979986080525198
BELFAST NORTH,47.47248104433916,39.52266834750967,2.4113544824019435,10.593426453883026,32.738806278225695,31.409031862133933,17.57050306153548,0.6351516822283176,6.976218167881121,1.7513057379547279,1.176131798409664,7.742722439254149,48.362490362858914,25.801355895418315,4.099280922431865,0.274349910878379,0.16252563285586308,0.07294198321004074,5.228785129157085,15.99830761274116,5.00653232852169,2.2329522067991023,0.5205658899694308,4.31216588627527,1.0284110584693247,83.2651832673002,3.6341585348959633,21.748639865532557,31.22405802602536,16.221949482355768,10.574677213494768,15.130579780012745,1.0358393409617745,1.8551492440824167,2.2090066310180183,6.353937568688297,12.554035002170318,9.691418585321253,4.678974916650504,4.010141560228668,11.293273201636513,12.316196400040635,11.875222804052495,6.547138004599231,20.679623795934575,22.514350178705016,5.485143739783337,11.446090469989565,4.720836247102392,12.332613479991503,21.035360965653545,1.7892454307852863,20.67634214390602,36.22824628044219,3.9858378448267904,2.8501715937531746,14.51953419407272,4.579468428781204,4.873828904958486,9.02313029303928,3.2644812567533865,20.675268436169524,20.676105920815672,10.94444424126562,14.180385125462925,13.291260170485504,12.284057324134876,12.800942417273895,15.822864618254695,51.56357035990358,48.43642964009643,44.64107358767628,28.03856830040913,15.814413866031273,8.362505518152181,3.1433932156743234,87.37256805105329,2.903923059873106,0.7415750237811579,0.11260166791344582,1.285904108829967,3.537893174115018,0.2086872800820104,1.1091954118527136,2.0717928868940425,0.4129876060916706,0.09971131983117687,0.1431304869827021
BELFAST SOUTH,45.2691364249078,34.809919749056846,5.491375778898733,14.429569183163071,24.272444762833285,29.95872502225425,17.77421130091984,0.9614059005552966,6.050584248230257,3.1757855707685136,2.4966832012208044,15.310174744605995,41.1804536730109,28.4613471408588,8.798584604298249,0.7578605061252173,0.37898703742952816,0.1737246492306388,10.720347242592513,9.528789004281293,5.507442227968293,2.086249179771947,0.7088786995040482,5.137109635030308,1.4199992963418253,82.33389907167985,2.806411046585562,22.609580238226442,30.40361841380187,8.384359713450046,4.530904336399474,26.18650796490187,1.2492325293544149,1.5833846212538678,5.052478309524818,15.443603916747914,17.084504912890512,8.363334525878514,4.500974651350091,2.893559272603959,6.674681581959223,6.688324683141876,6.6324787164596675,16.11549490059769,15.603111686660165,12.596789902929084,3.1917385443601374,7.328300529863084,2.8785482853630624,16.23171506930609,40.383712441185196,1.7851183247848754,15.604084566148108,42.4464491373829,5.54899821966004,3.0633577550760878,13.756480844389808,9.919889042431437,2.8746811835021826,4.405068280276377,2.3822330380229744,15.60283132550549,15.600357263363149,18.880263354669154,16.697152702301725,12.991301860879148,10.965243999830445,10.92716234157094,13.938636793692513,50.11308827095078,49.88691172904922,53.333834224916274,29.136571395871307,11.484014844644145,4.477127802975711,1.568458140816413,75.92354512314017,4.835455665296087,0.9250296808104784,0.18813838328175997,3.014329930905854,4.7385889873256755,0.43076616506294774,1.6718579882158449,6.722430333601798,0.9801080666355815,0.29766222712051205,0.27207386715272774
BELFAST WEST,78.82375559751532,15.131342738517983,1.6592091920481489,4.385656821619766,13.914621857935222,63.28082321828969,13.188340625033527,0.5654495177607792,2.5922901374301315,1.8306363197476692,0.5020167898638572,4.1257046915063675,28.762778545450644,48.52017568741886,3.148435216873545,0.13941898488375834,0.1447873963373422,0.04720652068961817,2.223627479589319,17.013521290405638,8.154585789230886,4.345873244574138,0.8883950713971526,8.606904818100869,1.5823710398987243,72.5715264078274,3.8503289204063895,20.023212281812235,33.074882835716814,21.922492935383165,11.04410036369098,9.659955112594007,0.9710316486251623,2.277521086567036,1.0267778373797085,4.540100814281575,10.76163933441332,10.280223610947205,4.696197551791098,3.6353531450150736,10.863045574020234,11.95130247502977,14.474623928506293,6.232995612105867,22.564583418266082,24.220064970872535,5.444957698125759,11.985692568473679,4.497150003754921,12.056088272843335,17.758834461597882,1.4724272349829954,22.5648602525453,34.396020362403576,3.7011347373164107,2.7774413534883218,12.366460771797321,4.4133628112561825,5.664652058233471,10.714005278346976,3.408297808198603,22.558619368958603,22.562536331548852,11.254236817542994,13.977862623510099,13.165331581036568,11.812286082114774,13.019941219383977,14.20776464151227,52.5441277102488,47.455872289751206,45.79404176545687,25.463107262018433,15.370017980710434,9.677183722951154,3.6956604907146153,92.20998695432942,1.8000723948890154,0.47857910547038446,0.07181457124159166,1.380193668129298,1.225841005889863,0.11365437555653304,0.7678125543122593,1.4865808971044188,0.3281687032646361,0.04403250689296327,0.09325825278132409
EAST ANTRIM,19.6709324232699,65.00339106359897,1.2424883266283957,14.083165788997878,47.563113332278625,8.618464832979253,21.527006283053833,0.6499598155765492,13.691215635311666,1.005096415495186,1.983638035076617,4.961408884418931,66.15114993445737,9.868958459521764,6.1588136328707686,0.4168187632780364,0.10169339601319893,0.08021815531347466,2.3207181440130182,14.901649538941376,1.8686444085341047,0.7008514441983456,0.19213196673145594,1.143767527008091,0.4125452131266103,92.77336337748046,2.9087720358902502,33.73074531031054,40.16611842878452,7.644224359264115,1.700807688830629,13.19853389006916,0.8892405867197036,1.4260039551597885,1.244267967725896,9.102077769741898,16.507964380960992,11.033549699407857,6.952628452289472,5.079455204990282,10.471252452199067,10.303891978935948,7.196348991999276,5.512415834199701,17.840290003616147,17.322969364462324,5.68178881706821,11.942697712787593,5.569359060706052,13.858271753378839,25.7763848935497,2.0099576006870676,17.83857331736202,39.30106792704425,5.8956444763368445,2.2930622542150703,19.929851704108845,3.7790392803869275,3.497632656059305,5.366349093703386,2.0929505831035575,17.844434785065317,17.84328790173123,9.72809637029336,11.465842019617593,11.881900375175157,14.38586197622384,14.87116394702346,19.823818401663427,51.04818027618316,48.95181972381684,46.74286319667315,30.909504328074853,14.668950605704469,5.789171382723861,1.8894884283325044,89.10141577769741,4.469281742982416,1.2900827984450574,0.17851840844370112,0.9379899877955069,1.6421175812502826,0.18076539122180538,0.5367078492971116,1.0327047755729333,0.40548551281471773,0.05425075713058807,0.17053752881616419
EAST LONDONDERRY,41.86572595523002,49.28138717416424,0.8705687511016237,7.98236869626525,37.09968906797752,22.519898023932157,23.129444331290028,0.6590928301443372,8.464590842325846,1.5768112355809716,1.5500656175946417,5.0004534380446914,51.17696676524157,21.49348409745207,5.0134381524059455,0.340798564462114,0.18419731301776304,0.06269064452321732,2.5480061495074517,19.18044999118701,3.905344509508236,1.427747733103543,0.41024079042713624,2.8603177963612145,0.7920358884471513,87.39139681949041,3.2128505415091753,34.070064413152906,34.12263666986545,8.802088227805958,2.0792552339358807,16.63982889093437,1.0353752472532853,1.6910715222968604,1.559704020681146,6.718790103993262,14.156327843167977,8.796868823563972,9.555283797810462,4.2965708564266265,10.145068946945809,10.938735629932825,9.538315602906327,6.488193151328802,19.365754176377273,20.884979279685087,4.810670688000627,11.211836146961478,5.140770441236952,13.056065823231037,23.819491098881734,1.7038350110651967,19.372302412800376,34.31393571414582,7.96507370595954,2.34350904800141,18.126252394195177,4.328014531638629,4.471616331446701,6.144307485164801,2.9327531579875044,19.374512769040948,19.373976518282056,10.643887908579932,11.29784070033881,11.937382003877712,14.040407884686942,13.530925921936507,19.175511828988853,50.66821976655373,49.33178023344627,48.527659740310604,29.123586426039445,14.777198781849162,5.694000538571513,1.877577182193847,89.217860637277,4.210317610309238,1.091967196098784,0.1674357826912908,1.5884318168465172,2.0815643641918493,0.10872694424316015,0.2957689528211355,0.6473311039736785,0.38290393842658776,0.044112757290299835,0.16357482227140088
FERMANAGH AND SOUTH TYRONE,58.454709943952274,35.58899229795697,0.9827567347676732,4.973550551437353,25.63949446754655,35.371450488157656,19.12724927680347,0.4228449105044296,4.885755695172662,1.7581748960404988,0.8223761616344242,11.972691809799313,34.53252188573495,32.80338223648527,4.329435807268125,0.24752065630084977,0.26396049538962213,0.06145133791357801,9.42837588139577,18.333386132706565,5.518185951907431,3.2881256463568977,0.7575352648707286,4.731145642740915,1.4235394051708552,80.36952349484723,3.911953408063641,36.10208840173567,34.82820507141565,5.655976450913036,2.150068694630266,16.999474245163622,1.2248878954981015,2.019814626649792,1.019449746881215,6.1976220394142105,13.153792198517449,7.8163731242090035,9.845395642740915,4.769223811245706,9.431207521243898,13.521402178629543,7.73654960224191,5.73225941059483,21.796225239558847,21.04577451636232,4.359222437172302,10.481401120954619,4.839600940155486,11.454614708009402,23.944984125836196,2.0801131712167784,21.794340969083347,37.814985156391245,8.368811101066715,1.7378722292532993,15.0393398752486,3.894728801301754,4.016064301211355,4.815554438618695,2.519440354366299,21.79333525583077,21.789409790273005,9.74808787741819,12.162417067438078,13.63145053335744,12.98447891882119,12.31770045199783,17.366367546555775,49.761395199783045,50.238604800216955,52.27963881757368,29.0609524588682,12.713261073946844,4.398801392153318,1.5473040047007771,80.12815764780329,4.2379721840535165,0.5546350117519436,0.1228841439161092,4.9626284216235765,6.431938998372808,0.19148235400470076,0.43558800397758085,2.3238125655396855,0.35694266859519075,0.14093560838907973,0.11300119327427227
FOYLE,75.0899716816574,19.81936926884885,1.1605332833101083,3.9300758046755475,15.01192046307214,57.97757617010495,16.564544938071897,0.5483946345218722,2.9389316403395087,2.287053060349448,0.7231364074878921,3.9485171751819834,26.90255741139555,51.66777736091756,3.4583656730235144,0.16470770520079128,0.24366171956460306,0.05457646244847446,1.9332633625352031,15.575121985207417,6.1684270066946665,2.4497147214453463,0.6499592862920123,5.190037098393084,1.3359170036737837,80.58323138015376,3.6227645952503926,24.390874584628577,32.85441272084117,15.46739631062474,8.632697414708776,14.84578577066625,1.0230236700805893,1.5979508960328983,1.1878518890263987,6.952758387822917,13.694546721367388,9.033476802541438,5.726484335259552,3.7958378467925047,10.212576598875453,10.213879846811995,12.671737748370184,6.428380845652366,21.270309085062223,21.031624289848864,4.497125610267105,10.477905212485018,3.9981897504360795,12.56962726200801,24.771139681735356,1.3810359679981292,21.273400413178848,34.70054524990499,5.012362320817782,3.1434096902133133,14.218493436887906,4.4110162445551016,5.131254826104328,8.920179654839746,3.1924066108615365,21.270311901304826,21.263427464699518,10.683496896286265,12.867177588945518,13.379080755025871,13.241873551681463,13.117452645221647,15.447558571024858,51.49389358695758,48.50610641304242,49.26789977489548,26.568445814127987,14.291841705727007,7.336958808797591,2.5348104834387395,87.97533088414424,3.6129912881630104,0.9622188581061987,0.09939125308178798,3.9549596955729442,1.2513262066478918,0.12379075999571229,0.3090833763727965,1.1717944727584557,0.3821537337140296,0.058518032722985024,0.09846544986795819
LAGAN VALLEY,22.716134519852755,62.73758455737822,1.6373136503341557,12.909022148958222,44.05165469425682,12.121882920553231,20.875625888996105,0.7301745470140454,12.091584932632857,1.3737574425503019,2.23191275329688,6.52332224545227,61.72232810657231,13.29416114506272,7.605674922268683,0.4946922107858904,0.1679159608305636,0.1044802633930167,3.5650998892105354,13.045687770272684,2.1166247989707303,0.7476000142954147,0.2643969926021229,1.4269821128622993,0.4770569046853222,91.44614188199134,3.521234364390122,31.082928790965298,43.110060380258034,7.615794324720346,3.813753144991244,10.184056225653123,1.1197023515957256,1.368711107537257,1.7048689110467818,11.018466414709982,17.79302011186162,10.51907833887281,7.289515832171831,4.030056609842393,9.23915802687538,8.655812185054144,5.824374307565848,5.228556109502878,20.401961884850433,14.924730200850577,4.836713770058253,10.889722391980271,4.9029973732175405,12.30877538329581,29.904769513241128,1.8243111933097458,20.40789088131232,41.06889939601873,6.688305484078481,1.8635900879168006,17.30254967656624,3.45360816268182,3.225721364497337,3.977662127872485,2.0147566026946855,20.40491353954469,20.39928533647832,8.993886056609842,12.897939584003431,13.765878873163933,13.773208605839677,12.493065526607342,17.67676337514742,50.58053472892319,49.41946527107681,51.9113100318073,29.132261409527892,12.637716298559738,4.817459677995783,1.5012059522533145,86.57998340838425,4.760519754476252,1.0381048926056966,0.20543960187269933,1.4621383170722988,2.883849790929559,0.19837118937850687,0.5996027393588507,1.5089370197634109,0.4422288249169079,0.10720664022014938,0.21351587684500195
MID ULSTER,67.33415390301457,28.196306820443326,0.5846060499805725,3.8849077719126996,21.267541342481593,44.74960966063627,19.834223879606903,0.3913613783038447,4.220239724794117,2.1976477573184483,0.6558002388150227,6.683630585381109,32.99352888998398,36.85776854844059,4.681789719581884,0.1714664948209361,0.2075276200945783,0.05592479222145355,5.144094758389325,19.887902455435412,8.354395182001687,3.3586339496403554,0.8842244387373129,6.7287683304745025,1.421578377763668,75.18387103041101,4.068509955364336,34.75532719553454,39.533138323177376,5.034679030714265,1.3837336833426521,15.531993830611917,0.9378461822765137,2.067182077501161,0.7560868073653585,6.294272950407975,13.09707951023967,6.9947247372560915,10.519343997877199,4.584003411643179,8.43588612693208,12.490710493645816,8.491789008822888,5.981515290795197,23.110608874062983,20.48487133366818,4.073322930980563,10.342285203893065,5.761869769998389,12.09201920944646,22.620869286682268,1.5130585760180437,23.11176587598677,37.17475515774111,8.936970546147213,1.682243761905213,12.915213947934534,3.929321547369718,4.444096047232304,5.344365576520314,2.456521706579733,23.116378123785786,23.11453233005752,10.750489182248083,12.663619345912187,13.644911420475545,13.279227812473348,11.411049175045724,15.136139318239971,50.1418880981037,49.8581119018963,53.406232550866655,27.495471252167818,12.627844353256698,4.783715269946267,1.6867257038883257,89.91063736128352,2.4125625989139605,0.48524610267150625,0.08430797661129064,1.361466248424484,4.129479800229338,0.1279680063684006,0.25959237497749266,0.6924123918461728,0.3524647795225595,0.0625377507794657,0.12135132343325027
