id,sourceRowNumber,roiGroup,groupTitle,provider,organisation,category,title,cleanTitle,slugOrId,jurisdiction,topic,featureUnit,formats,isSpatial,isLargeOrSpecial,proposedAction,proposedPlacement,proposedRuntime,confidence,currentProviderUrl,waybackUrl,internetArchiveStatus,canonicalSourcePolicy,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,allMatchEvidence,resolvedBlockers,residualBlockers,residualBlockerCount,cleanedRecommendation,geographyRecommendation,comparabilityRecommendation,sourcePlacement,sourceProvenanceDraft,approvalState,publicationState,runtimeDesired,runtimeConversion
medium-prep:2-irish-election-source-enrichment-data:constituencyboundariesungeneralised-national-electoral-boundaries-2023-2568859868331602633:00001,2,2. Irish election source/enrichment data,Irish election source/enrichment data,Local standalone source,,standalone-spatial,ConstituencyBoundariesUngeneralised_National_Electoral_Boundaries_2023_-2568859868331602633,ConstituencyBoundariesUngeneralised National Electoral Boundaries 2023,constituencyboundariesungeneralised-national-electoral-boundaries-2023-2568859868331602633,Republic of Ireland,election,constituencies,GEOJSON,true,false,new-interactive-map,Books/Tables/Sources source/download record,[object Object],60,,,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"geography-matching: geography family inferred | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | election-model-merge-and-provenance-review: requires exact election merge review,2,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Match by election kind, legislation/version, jurisdiction, and date; do not merge Dail/Westminster/Assembly geographies by name alone.",,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,Local standalone source | ConstituencyBoundariesUngeneralised National Electoral Boundaries 2023 | formats: GEOJSON | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:bcni2018:00002,3,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,The Boundary Commission for Northern Ireland,spatial,Boundary Commission for Northern Ireland - Provisional Proposals for Parliamentary Constituencies,Boundary Commission for Northern Ireland - Provisional Proposals for Parliamentary Constituencies,bcni2018,Northern Ireland,boundary,constituencies,GEOJSON|SHP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/bcni2018,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/bcni2018,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | geography-crosswalk-and-versioning: geography family inferred | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"The Boundary Commission for Northern Ireland | Boundary Commission for Northern Ireland - Provisional Proposals for Parliamentary Constituencies | formats: GEOJSON, SHP | current URL: https://admin.opendatani.gov.uk/dataset/bcni2018 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:coastal-flood-boundary-extreme-sea-levels-2018-ni-extract-irish-grid-projection:00003,4,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Department for Infrastructure - Rivers,spatial,Coastal Flood Boundary Extreme Sea Levels (2018) - NI Extract,Coastal Flood Boundary Extreme Sea Levels (2018) - NI Extract,coastal-flood-boundary-extreme-sea-levels-2018-ni-extract-irish-grid-projection,Northern Ireland,boundary,features,SHP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/coastal-flood-boundary-extreme-sea-levels-2018-ni-extract-irish-grid-projection,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/coastal-flood-boundary-extreme-sea-levels-2018-ni-extract-irish-grid-projection,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",geography-crosswalk-and-versioning: needs exact geography crosswalk,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,Department for Infrastructure - Rivers | Coastal Flood Boundary Extreme Sea Levels (2018) - NI Extract | formats: SHP | current URL: https://admin.opendatani.gov.uk/dataset/coastal-flood-boundary-extreme-sea-levels-2018-ni-extract-irish-grid-projection | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:department-of-health-trust-boundaries:00004,5,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Department of Health,spatial,Department of Health trust boundaries,Department of Health trust boundaries,department-of-health-trust-boundaries,Northern Ireland,boundary,features,GEOJSON|SHP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/department-of-health-trust-boundaries,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/department-of-health-trust-boundaries,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",geography-crosswalk-and-versioning: needs exact geography crosswalk,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"Department of Health | Department of Health trust boundaries | formats: GEOJSON, SHP | current URL: https://admin.opendatani.gov.uk/dataset/department-of-health-trust-boundaries | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:mid-ulster-council-district-electoral-areas2:00005,6,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Mid Ulster District Council,spatial,Mid Ulster Council District Electoral Areas,Mid Ulster Council District Electoral Areas,mid-ulster-council-district-electoral-areas2,Northern Ireland,boundary,DEAs,CSV|GEOJSON|HTML|JSON|KML|SHP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/mid-ulster-council-district-electoral-areas2,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/mid-ulster-council-district-electoral-areas2,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | geography-crosswalk-and-versioning: geography family inferred | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,Match to DEA generation/year; local-election DEA rows must carry council context as parent geography.,,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"Mid Ulster District Council | Mid Ulster Council District Electoral Areas | formats: CSV, GEOJSON, HTML, JSON, KML, SHP | current URL: https://admin.opendatani.gov.uk/dataset/mid-ulster-council-district-electoral-areas2 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-50k-boundaries-district-electoral-areas-1993:00006,7,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,spatial,OSNI Open Data - 50K Boundaries - District Electoral Areas (1993),OSNI Open Data - 50K Boundaries - District Electoral Areas (1993),osni-open-data-50k-boundaries-district-electoral-areas-1993,Northern Ireland,boundary,DEAs,CSV|GEOJSON|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-district-electoral-areas-1993,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-district-electoral-areas-1993,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | geography-crosswalk-and-versioning: geography family inferred | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,Match to DEA generation/year; local-election DEA rows must carry council context as parent geography.,,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - 50K Boundaries - District Electoral Areas (1993) | formats: CSV, GEOJSON, KML, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-district-electoral-areas-1993 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-50k-boundaries-local-government-districts-1993:00007,8,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,spatial,OSNI Open Data - 50K Boundaries - Local Government Districts (1993),OSNI Open Data - 50K Boundaries - Local Government Districts (1993),osni-open-data-50k-boundaries-local-government-districts-1993,Northern Ireland,boundary,Local Government Districts,CSV|GEOJSON|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-local-government-districts-1993,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-local-government-districts-1993,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | geography-crosswalk-and-versioning: geography family inferred | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - 50K Boundaries - Local Government Districts (1993) | formats: CSV, GEOJSON, KML, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-local-government-districts-1993 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-50k-boundaries-parliamentary-constituencies:00008,9,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,spatial,OSNI Open Data - 50K Boundaries - Parliamentary Constituencies,OSNI Open Data - 50K Boundaries - Parliamentary Constituencies,osni-open-data-50k-boundaries-parliamentary-constituencies,Northern Ireland,boundary,constituencies,CSV|GEOJSON|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-parliamentary-constituencies,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-parliamentary-constituencies,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | geography-crosswalk-and-versioning: geography family inferred | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - 50K Boundaries - Parliamentary Constituencies | formats: CSV, GEOJSON, KML, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-parliamentary-constituencies | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:osni-open-data-50k-boundaries-townlands:00009,10,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,spatial,OSNI Open Data - 50K Boundaries - Townlands (2013),OSNI Open Data - 50K Boundaries - Townlands (2013),osni-open-data-50k-boundaries-townlands,Northern Ireland,boundary,townlands,CSV|GEOJSON|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-townlands,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-townlands,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | geography-crosswalk-and-versioning: geography family inferred | geography-matching: geography family inferred | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,Match to canonical townland generation/version; retain provider/source version as a variant if geometry differs.,,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - 50K Boundaries - Townlands (2013) | formats: CSV, GEOJSON, KML, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-townlands | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-50k-boundaries-wards-1993:00010,11,4. Open Data NI boundary and statistical-geography files,Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,spatial,OSNI Open Data - 50K Boundaries - Wards (1993),OSNI Open Data - 50K Boundaries - Wards (1993),osni-open-data-50k-boundaries-wards-1993,Northern Ireland,boundary,wards,CSV|GEOJSON|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-wards-1993,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-wards-1993,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | geography-crosswalk-and-versioning: geography family inferred | geography-matching: geography family inferred | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",,0,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,Match against NI ward generation/year; distinguish 1984/1993/2012/2022 and provider generalisation/full-detail lineage.,,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - 50K Boundaries - Wards (1993) | formats: CSV, GEOJSON, KML, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-boundaries-wards-1993 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
